path,bytes,sha256,disposition
evidence/polish/1440x810-dpr1.5-upgrade.png,1987059,c50a4b31d15dce33b87f1f69fcb5c8594d2bca5dca16bd4e4e0f4a58a9a7750a,local-history-only
evidence/polish/1440x810-dpr1.5-victory.png,2459871,0c5a7958c17348b3e010674bef77633c05dd1ee8e63b4c163f700c4b014e37ea,local-history-only
evidence/polish/1440x810-dpr2-build.png,3040862,f02b9ed491ffe1f93a7a7c7316aea72e4251122c765aa488d930821ee01823df,local-history-only
evidence/polish/1440x810-dpr2-failure.png,3031107,5b5d57ce6f5b81256231974cfd93ed0c42eae4f44fe45773e0067defb256f1b9,local-history-only
evidence/polish/1440x810-dpr2-pause.png,2145519,82e5d5e47c512237f55a4513105c57ba899afc436762302b68d787fb9beed351,local-history-only
evidence/polish/1440x810-dpr2-upgrade.png,3143718,07f08250bfdbc6e6782779f140119e8d4539f9a8ae9d9f0677c1dfa4cccf7bc9,local-history-only
evidence/polish/1440x810-dpr2-victory.png,3898881,fdbce8ac63104d411e75307250c6536303881273e1e5b6ecb1093a06002d2d63,local-history-only
evidence/polish/1920x1080-dpr1-build.png,1563815,34bd14161352f06d972cab927849dcb21bb8fb6d9382576d47f7b42fa86d6e39,local-history-only
evidence/polish/1920x1080-dpr1-failure.png,1515862,ae34f9e13d76cf95977df6d73583aeb63f918e176a45d7235489e013765b7e34,local-history-only
evidence/polish/1920x1080-dpr1-pause.png,1103993,df728123ce2b0cddb68724b1f8b10d4f513148bb6c7fe6397987c36fbaf313ca,local-history-only
evidence/polish/1920x1080-dpr1-upgrade.png,1583287,9edb97f7886bdb8bb4d6027f24b652afb5e2ded15411f4e8b48657c9ee113ecc,local-history-only
evidence/polish/1920x1080-dpr1-victory.png,1955863,42db1042c13376944f47c7b0b1bb6303eee3a19c34289897763df7b9ad25c442,local-history-only
evidence/polish/1920x1080-dpr1.5-build.png,3040881,59dc3d1149a8cb51dcbc4a881a176aeda8a1111db32a587dce706f5d17220452,local-history-only
evidence/polish/1920x1080-dpr1.5-failure.png,3031080,3438c11fcf301e9711c2f56b1f2728edf20fa7d24a6462101a33fbf60efd2661,local-history-only
evidence/polish/1920x1080-dpr1.5-pause.png,2145057,ecd54c49b732bf1d448fe0da95da5bc71dd9efd759d8ef42740eb13af856a962,local-history-only
evidence/polish/1920x1080-dpr1.5-upgrade.png,3143535,a7a311b40261c3f4c37678557ac70d63b143d96915d6715f5fd97386e5709b52,local-history-only
evidence/polish/1920x1080-dpr1.5-victory.png,3898868,33f0c79a31fae88d310689d8dbb38dfb0de7b81eefc88636f6c0e12cc43d2056,local-history-only
evidence/polish/1920x1080-dpr2-build.png,4783526,285c13aafcd214efc177dd5815767c3c3dbf1f4944f81a63c057abed445b226e,local-history-only
evidence/polish/1920x1080-dpr2-failure.png,4869720,4098b9c7e48b808711fa905f1785b6e4d28e454ba53eb05ffafb5d545ee2b149,local-history-only
evidence/polish/1920x1080-dpr2-pause.png,3361668,fbb720cb66fd89a1e97670fbac8218b8d5e026cf099353cac35a6f4d3e27df30,local-history-only
evidence/polish/1920x1080-dpr2-upgrade.png,4882338,c76c50bce76212723e31b516bd60bae0676a27e295e8c63db722ad20a073a1b2,local-history-only
evidence/polish/1920x1080-dpr2-victory.png,6121630,7df06d798309fdc5495b1f6a13b34237a71a14d4a326bcf9c31a6acb3a3c64c7,local-history-only
